Unseperated,AgencyID,AgencyIDtext,DepartmentID,CSISName,Customer,SubCustomer,InternationalAssistancePrograms,IsDiscrepency,MinOfStartDate,MaxOfEndDate,IsUnknownAgencyID,IsExceptionToContradictionTest,SubCustomerSum
2041: BUREAU OF ENGRAVING AND PRINTING,2041,BUREAU OF ENGRAVING AND PRINTING,2000,NULL,Other Agencies,Treasury,0,NULL,1978-10-01,2020-08-21,0,0,Treasury
2044: UNITED STATES MINT,2044,UNITED STATES MINT,2000,NULL,Other Agencies,Treasury,0,NULL,1999-10-15,2014-09-30,0,0,Treasury
2046: OFFICE OF THE COMPTROLLER OF THE CURRENCY,2046,OFFICE OF THE COMPTROLLER OF THE CURRENCY,2000,NULL,Other Agencies,Treasury,0,NULL,1990-05-01,3014-06-30,0,0,Treasury
2047: OFFICE OF THRIFT SUPERVISION,2047,OFFICE OF THRIFT SUPERVISION,2000,NULL,Other Agencies,Treasury,0,NULL,1991-01-01,2012-09-25,0,0,Treasury
NULL,2048,U.S. SAVINGS BONDS DIVISION,2000,NULL,Other Agencies,Treasury,0,NULL,2003-09-30,NULL,0,0,Treasury
2050: INTERNAL REVENUE SERVICE,2050,INTERNAL REVENUE SERVICE,2000,NULL,Other Agencies,Treasury,0,NULL,1978-10-01,3012-03-06,0,0,Treasury
NULL,2061,FEDERAL FINANCING BANK,2000,NULL,Other Agencies,Treasury,0,NULL,2001-07-15,2006-08-16,0,0,Treasury
NULL,2062,FEDERAL FINANCIAL INSTITUTIONS EXAMINATION COUNCIL,2000,NULL,Other Agencies,Treasury,0,NULL,NULL,NULL,0,0,Treasury
NULL,2065,NAT ADVISORY COUNCIL ON INTERNATL MONETARY AND FINANCIAL POL,2000,NULL,Other Agencies,Treasury,0,NULL,2005-09-15,2010-03-10,0,0,Treasury
NULL,2066,COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS,2000,NULL,Other Agencies,Treasury,0,NULL,2002-05-15,2013-09-30,0,0,Treasury
NULL,2083,SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSET RELIEF PROGRAM,2000,NULL,Other Agencies,Treasury,0,NULL,2009-01-02,2013-10-01,0,0,Treasury
NULL,2092,CORPORATION FOR PUBLIC BROADCASTING,2000,NULL,Other Agencies,Treasury,0,NULL,NULL,NULL,0,0,Treasury
NULL,2093,DISTRICT OF COLUMBIA,2000,NULL,Other Agencies,Treasury,0,NULL,2000-10-15,2009-11-13,0,0,Treasury
NULL,2095,LEGAL SERVICES CORPORATION,2000,NULL,Other Agencies,Treasury,0,NULL,NULL,NULL,0,0,Treasury
NULL,2098,NEW YORK CITY,2000,NULL,Other Agencies,Treasury,0,NULL,NULL,NULL,0,0,Treasury
NULL,20LP,INTERNATIONAL CRIMINAL POLICE ORGANIZATION (INTERPOL),2000,NULL,Other Agencies,Treasury,0,NULL,NULL,NULL,0,0,Treasury
2100: DEPT OF THE ARMY,2100,DEPT OF THE ARMY,9700,DEPT OF THE ARMY,Defense,Army,0,NULL,1012-02-14,9009-03-05,0,0,Army
NULL,2130,NATIONAL GUARD BUREAU,NULL,NULL,Defense,Army,0,NULL,2000-04-15,2013-09-28,0,0,Army
NULL,2135,DEPT OF JUSTICE  US MARSHALS SVC,NULL,NULL,Defense,Army,0,NULL,2003-10-31,2003-10-31,0,0,Army
NULL,2145,XU HQ US ARMY FORT DIX,NULL,NULL,Defense,Army,0,NULL,2004-09-01,2005-01-31,0,0,Army
NULL,2157,ACCTG DISB STA NR 503000,NULL,NULL,Defense,Army,0,NULL,2003-11-07,2006-01-10,0,0,Army
NULL,21AE,ACQUISITION EXECUTIVE SUPPORT AGENCY,NULL,NULL,Defense,Army,0,NULL,2000-02-15,2001-08-15,0,0,Army
NULL,21AS,U.S. ARMY INTELLIGENCE AND SECURITY COMMAND,NULL,NULL,Defense,Army,0,NULL,2000-03-15,2000-12-15,0,0,Army
NULL,21CB,U.S. ARMY CRIMINAL INVESTIGATION COMMAND,NULL,NULL,Defense,Army,0,NULL,2000-06-15,2003-11-04,0,0,Army
NULL,21CE,"U.S. ARMY CORPS OF ENGINEERS, EXCEPT CIVIL PROGRAM FINANCING",NULL,NULL,Defense,Army,0,NULL,2000-02-15,2013-09-27,0,0,Army
NULL,21CS,OFFICE OF THE CHIEF OF STAFF OF THE ARMY,NULL,NULL,Defense,Army,0,NULL,1999-11-15,2001-05-15,0,0,Army
NULL,21CZ,U.S. ARMY INFORMATION SYSTEMS COMMAND,NULL,NULL,Defense,Army,0,NULL,2000-02-15,2005-08-24,0,0,Army
NULL,21E1,IMMED OFF OF THE CDR-IN-CHIEF OF U.S. ARMY EUROPE AND 7TH ARMY,NULL,NULL,Defense,Army,0,NULL,1999-11-15,2001-09-15,0,0,Army
NULL,21E2,21ST THEATER ARMY AREA COMMAND,NULL,NULL,Defense,Army,0,NULL,2000-11-15,2003-08-21,0,0,Army
NULL,21E5,U.S. ARMY V CORPS,NULL,NULL,Defense,Army,0,NULL,2000-03-15,2004-09-25,0,0,Army
NULL,21EB,1ST PERSONNEL COMMAND,NULL,NULL,Defense,Army,0,NULL,2000-01-15,2001-09-15,0,0,Army
NULL,21ED,"U.S. MIL COMM ACT, HEIDELBERG",NULL,NULL,Defense,Army,0,NULL,2001-06-15,2004-09-30,0,0,Army
NULL,21EN,SEVENTH ARMY TRAINING COMMAND,NULL,NULL,Defense,Army,0,NULL,2000-03-15,2001-09-15,0,0,Army
NULL,21FC,U.S. ARMY FORCES COMMAND,NULL,NULL,Defense,Army,0,NULL,1999-10-15,2004-09-30,0,0,Army
NULL,21GB,OFFICE OF THE CHIEF OF THE NATIONAL GUARD BUREAU,NULL,NULL,Defense,Army,0,NULL,2001-06-15,2001-06-15,0,0,Army
NULL,21HR,U.S. ARMY RESERVE COMMAND,NULL,NULL,Defense,Army,0,NULL,1999-10-15,2005-08-23,0,0,Army
NULL,21HS,U.S. ARMY HEALTH SERVICES COMMAND,NULL,NULL,Defense,Army,0,NULL,1999-10-15,2003-01-15,0,0,Army
NULL,21J1,U.S. ARMY ELEMENT SHAPE,NULL,NULL,Defense,Army,0,NULL,2001-01-15,2003-09-30,0,0,Army
NULL,21JA,JOINT ACTIVITIES,NULL,NULL,Defense,Army,0,NULL,2003-07-03,2004-09-28,0,0,Army
NULL,21MA,U.S. MILITARY ACADEMY,NULL,NULL,Defense,Army,0,NULL,2001-06-15,2001-06-15,0,0,Army
NULL,21MC,U.S. ARMY MEDICAL COMMAND,NULL,NULL,Defense,Army,0,NULL,1999-10-15,2003-05-06,0,0,Army
NULL,21MD,SURGEON GENERAL,NULL,NULL,Defense,Army,0,NULL,1999-10-15,2003-09-05,0,0,Army
NULL,21MP,U.S. TOTAL ARMY PERSONNEL COMMAND,NULL,NULL,Defense,Army,0,NULL,1999-12-15,2001-09-15,0,0,Army
NULL,21MT,MILITARY TRAFFIC MANAGEMENT COMMAND,NULL,NULL,Defense,Army,0,NULL,1999-12-15,2004-07-30,0,0,Army
NULL,21MW,U.S. ARMY MILITARY DISTRICT OF WASHINGTON,NULL,NULL,Defense,Army,0,NULL,2000-11-15,2001-09-15,0,0,Army
NULL,21NG,ARMY NATIONAL GUARD UNITS (TITLE 32),NULL,NULL,Defense,Army,0,NULL,2000-06-15,2004-09-29,0,0,Army
NULL,21P1,"U.S. ARMY, PACIFIC",NULL,NULL,Defense,Army,0,NULL,2000-10-15,2004-07-27,0,0,Army
NULL,21PC,MILITARY ENTRANCE PROCESSING COMMAND,NULL,NULL,Defense,Army,0,NULL,2000-10-15,2001-09-15,0,0,Army
NULL,21RC,U.S. ARMY RECRUITING COMMAND,NULL,NULL,Defense,Army,0,NULL,2003-09-30,2003-09-30,0,0,Army
NULL,21SA,OFFICE OF THE SECRETARY OF THE ARMY,NULL,NULL,Defense,Army,0,NULL,2000-02-15,2004-09-30,0,0,Army
NULL,21SB,FIELD OPERATING OFFICES OF THE OFFICE OF THE SECRETARY OF THE ARMY,NULL,NULL,Defense,Army,0,NULL,2004-09-12,2004-09-14,0,0,Army
NULL,21SC,U.S. ARMY SPACE AND STRATEGIC DEFENSE COMMAND,NULL,NULL,Defense,Army,0,NULL,2000-02-15,2000-02-15,0,0,Army
NULL,21SE,FIELD OPERATING AGENCIES OF THE ARMY STAFF RESOURCED THRU DA-22,NULL,NULL,Defense,Army,0,NULL,2000-02-15,2001-09-15,0,0,Army
NULL,21SF,FIELD OPERATING AGENCIES OF THE ARMY STAFF,NULL,NULL,Defense,Army,0,NULL,2000-02-15,2000-04-15,0,0,Army
NULL,21SJ,JOINT SERVICES AND ACTIVITIES SUPPORTED BY OFC OF THE SECY OF THE ARMY,NULL,NULL,Defense,Army,0,NULL,2000-02-15,2004-03-01,0,0,Army
NULL,21SP,U.S. SPECIAL OPERATION COMMAND (ARMY),NULL,NULL,Defense,Army,0,NULL,1999-11-15,2001-05-15,0,0,Army
NULL,21SS,"STAFF SUPPORT AGENCIES OF THE CHIEF OF STAFF, ARMY",NULL,NULL,Defense,Army,0,NULL,2000-12-15,2000-12-15,0,0,Army
NULL,21SU,U.S. ARMY SOUTHERN COMMAND,NULL,NULL,Defense,Army,0,NULL,2000-03-15,2003-09-30,0,0,Army
NULL,21TC,U.S. ARMY TRAINING AND DOCTRINE COMMAND,NULL,NULL,Defense,Army,0,NULL,1999-10-15,2004-09-29,0,0,Army
NULL,21X1,U.S. ARMY MATERIEL COMMAND (AMC),NULL,NULL,Defense,Army,0,NULL,2000-10-15,2005-03-01,0,0,Army
NULL,21X2,"HEADQUARTERS, ARMY MATERIEL COMMAND",NULL,NULL,Defense,Army,0,NULL,2001-08-15,2001-08-15,0,0,Army
NULL,21X3,"HEADQUARTERS, STAFF SUPPORT ACTIVITIES, AMC",NULL,NULL,Defense,Army,0,NULL,2001-01-15,2001-01-15,0,0,Army
NULL,21X5,"U.S. ARMY MATERIEL COMMAND, ALL OTHERS",NULL,NULL,Defense,Army,0,NULL,1999-10-15,2004-09-29,0,0,Army
NULL,21X6,U.S. ARMY MISSILE COMMAND,NULL,NULL,Defense,Army,0,NULL,2001-04-15,2003-02-15,0,0,Army
NULL,21X7,U.S. ARMY TANK AUTOMOTIVE AND ARMAMENT COMMAND(TACOM),NULL,NULL,Defense,Army,0,NULL,2000-02-15,2004-08-02,0,0,Army
NULL,21X8,U.S. ARMY COMMUNICATIONS ELECTRONICS COMMAND,NULL,NULL,Defense,Army,0,NULL,1999-11-15,2005-04-12,0,0,Army
NULL,21X9,"U.S. ARMY SIMULATION, TRAINING AND INSTRUMENTATION COMMAND",NULL,NULL,Defense,Army,0,NULL,1999-12-15,2004-06-10,0,0,Army
NULL,21XA,U.S. ARMY CHEMICAL AND BIOLOGICAL DEFENSE COMMAND,NULL,NULL,Defense,Army,0,NULL,2001-04-15,2001-04-15,0,0,Army
NULL,21XB,U.S. ARMY AVIATION AND TROOP COMMAND,NULL,NULL,Defense,Army,0,NULL,2003-04-09,2004-08-16,0,0,Army
NULL,21XC,U.S. ARMY SOLDIERS SYSTEM COMMAND (SSC),NULL,NULL,Defense,Army,0,NULL,2000-03-15,2000-03-15,0,0,Army
NULL,21XD,U.S. ARMY RESEARCH LABORATORY COMMAND,NULL,NULL,Defense,Army,0,NULL,2000-08-15,2005-07-14,0,0,Army
NULL,21XL,MATERIEL ACQUISITION PROJECT MANAGERS,NULL,NULL,Defense,Army,0,NULL,2000-02-15,2000-12-15,0,0,Army
NULL,21XM,U.S. ARMY TEST AND EVALUATION COMMAND,NULL,NULL,Defense,Army,0,NULL,1999-10-15,2001-06-15,0,0,Army
NULL,21XQ,U.S. ARMY INDUSTRIAL OPERATIONS COMMAND (IOC),NULL,NULL,Defense,Army,0,NULL,2003-01-16,2003-03-04,0,0,Army
NULL,21XR,U.S. ARMY TROOP SUPPORT COMMAND,9700,NULL,Defense,Other DoD,0,NULL,NULL,NULL,0,0,Other DoD
NULL,2201,RESOLUTION TRUST CORPORATION,2201,NULL,Other Agencies,All other Customers,0,NULL,NULL,NULL,0,0,All other Customers
NULL,2300,U.S. TAX COURT,2300,NULL,Other Agencies,All other Customers,0,NULL,2006-12-21,2009-08-20,0,0,All other Customers
NULL,2365,2365,NULL,NULL,NULL,NULL,0,NULL,2005-09-22,2005-09-22,0,0,NULL
2400: OFFICE OF PERSONNEL MANAGEMENT,2400,OFFICE OF PERSONNEL MANAGEMENT,2400,NULL,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,0,NULL,1978-10-01,2996-07-10,0,0,OFFICE OF PERSONNEL MANAGEMENT
NULL,2460,FEDERAL PREVAILING RATE ADVISORY COMMITTEE,2400,NULL,Other Agencies,All other Customers,0,NULL,2001-04-06,2001-04-06,0,0,All other Customers
NULL,2461,PRESIDENT'S COMMISSION ON WHITE HOUSE FELLOWSHIPS,2400,NULL,Other Agencies,All other Customers,0,NULL,2002-08-14,2002-08-14,0,0,All other Customers
NULL,2462,PRESIDENT'S COMMISSION ON EXECUTIVE EXCHANGE,2400,NULL,Other Agencies,All other Customers,0,NULL,2008-11-20,2008-11-20,0,0,All other Customers
NULL,24V4,"FEDERAL EXECUTIVE BOARD-NEWARK, NJ",2400,NULL,Other Agencies,NULL,0,NULL,2004-10-01,2006-12-01,0,0,NULL
NULL,2500,NATIONAL CREDIT UNION ADMINISTRATION,2500,NULL,Other Agencies,All other Customers,0,NULL,2000-09-15,2009-07-27,0,0,All other Customers
NULL,2525,ARMY CORPS OF ENGINEERS CIVIL WORKS,9700,NULL,Defense,Army,0,NULL,2003-02-27,2013-09-30,0,0,Army
NULL,2528,NATIONAL IMAGERY AND MAPPING AGENCY,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2529,FG7016 FWF ISSO RM,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2532,ACCTG DISB STA NR 672300,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2534,DFAS COLUMBUS CENTER,9700,NULL,Defense,NULL,0,NULL,2004-03-08,2004-03-08,0,0,NULL
NULL,2535,OTHER DEPARTMENT OF DEFENSE,9700,NULL,Defense,NULL,0,NULL,2003-10-17,2005-11-18,0,0,NULL
NULL,2536,ACCTG DISB STA NR 843055,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2538,ACCTG DISB STA NR 525700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2540,ACCTG DISB STA NR 525700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2542,DFAS COLUMBUS CENTER,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2544,ACCTG DISB STA NR 525700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2546,AMERICAN FORCES INFORMATION SERVICE,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2547,DOT/FAA/AVN-20,9700,NULL,Defense,NULL,0,NULL,2005-05-11,2005-08-16,0,0,NULL
NULL,2550,DEPARTMENT OF DEFENSE,9700,NULL,Defense,NULL,0,NULL,2003-09-30,2005-09-16,0,0,NULL
NULL,2553,DEPARTMENT OF NAVY,9700,NULL,Defense,NULL,0,NULL,2003-04-15,2005-12-23,0,0,NULL
NULL,2554,ACCTG DISB STA NR 525700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2557,CLERK TEMPORARY EMERGENCY,9700,NULL,Defense,NULL,0,NULL,2000-04-25,2006-01-05,0,0,NULL
NULL,2569,DFAS COLUMBUS CENTER,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2571,DFAS COLUMBUS CENTER,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2600,FEDERAL RETIREMENT THRIFT INVESTMENT BOARD,2600,NULL,Other Agencies,All other Customers,0,NULL,2003-11-02,2004-09-13,0,0,All other Customers
NULL,2638,DFAS INDIANAPOLIS CENTER,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2640,ACCTG DISB STA NR 662400,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2641,ACCTG DISB STA NR 503000,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2644,ACCTG DISB STA NR 525700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2645,ACCTG DISB STA NR 660700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2648,ACCTG DISB STA NR 503000,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2650,ACCTG DISB STA NR 525700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2651,DFAS INDIANAPOLIS CENTER,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2652,ACCTG DISB STA NR 660700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2655,ACCTG DISB STA NR 503000,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2657,ACCTG DISB STA NR 525700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2660,ACCTG DISB STA NR 525700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2662,ACCTG DISB STA NR 503000,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2664,ACCTG DISB STA NR 503000,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2666,DFAS ORLANDO,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2670,ACCTG DISB STA NR 660700,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2671,DFAS ROME,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
NULL,2673,DFAS INDIANAPOLIS CENTER,9700,NULL,Defense,NULL,0,NULL,2004-04-09,2005-08-17,0,0,NULL
NULL,2675,ACCTG DISB STA NR 667100,9700,NULL,Defense,NULL,0,NULL,NULL,NULL,0,0,NULL
2700: FEDERAL COMMUNICATIONS COMMISSION,2700,FEDERAL COMMUNICATIONS COMMISSION,2700,NULL,Other Agencies,All other Customers,0,NULL,1978-10-01,2013-11-21,0,0,All other Customers
2800: SOCIAL SECURITY ADMINISTRATION,2800,SOCIAL SECURITY ADMINISTRATION,2800,NULL,Other Agencies,All other Customers,0,1,1995-08-01,3009-04-02,0,0,All other Customers
NULL,2804,OFFICE OF THE INSPECTOR GENERAL,2800,NULL,Other Agencies,All other Customers,0,NULL,2004-04-18,2010-02-16,0,0,All other Customers
NULL,2805,"DEPUTY COMMISSIONER - FINANCE, ASSESSMENT AND MANAGEMENT AND SENIOR FINANCIAL EXECUTIVE",2800,NULL,Other Agencies,All other Customers,0,NULL,2005-12-15,2007-12-18,0,0,All other Customers
NULL,2806,"DEPUTY COMMISSIONER - PROGRAMS, POLICY, EVALUATION, AND COMMUNICATIONS",2800,NULL,Other Agencies,All other Customers,0,NULL,2010-01-01,2010-01-01,0,0,All other Customers
2900: FEDERAL TRADE COMMISSION,2900,FEDERAL TRADE COMMISSION,2900,NULL,Other Agencies,FEDERAL TRADE COMMISSION,0,NULL,1978-10-01,2017-06-17,0,0,FEDERAL TRADE COMMISSION
NULL,2936,2936,2900,NULL,Other Agencies,NULL,0,NULL,2005-03-15,2005-03-15,0,0,NULL
NULL,300,LIBRARY OF CONGRESS,300,NULL,Other Agencies,Library,0,NULL,NULL,NULL,0,0,Library
NULL,3000,INTERSTATE COMMERCE COMMISSION,3000,NULL,Other Agencies,All other Customers,0,NULL,1994-05-01,NULL,0,0,All other Customers
3100: NUCLEAR REGULATORY COMMISSION,3100,NUCLEAR REGULATORY COMMISSION,3100,NULL,Other Agencies,NUCLEAR REGULATORY COMMISSION,0,NULL,1978-10-01,2103-07-22,0,0,NUCLEAR REGULATORY COMMISSION
NULL,3148,3148,3100,NULL,Other Agencies,NULL,0,NULL,2003-11-26,2005-04-08,0,0,NULL
NULL,3151,3151,3100,NULL,Other Agencies,NULL,0,NULL,2004-04-05,2005-01-01,0,0,NULL
NULL,3160,3160,3100,NULL,Other Agencies,NULL,0,NULL,2004-11-13,2004-11-13,0,0,NULL
NULL,31RZ,31RZ,3100,NULL,Other Agencies,NULL,0,NULL,2004-04-15,2004-04-15,0,0,NULL
NULL,32KW,32KW,NULL,NULL,NULL,NULL,0,NULL,2003-10-23,2003-10-23,0,0,NULL
3300: SMITHSONIAN INSTITUTION,3300,SMITHSONIAN INSTITUTION,3300,NULL,Other Agencies,SMITHSONIAN INSTITUTION,0,NULL,1900-10-01,2021-08-13,0,0,SMITHSONIAN INSTITUTION
NULL,3320,"SMITHSONIAN INSTITUTION, EXC UNITS ADMIN UNDER SEP BRD OF TR",3300,NULL,Other Agencies,SMITHSONIAN INSTITUTION,0,NULL,NULL,NULL,0,0,SMITHSONIAN INSTITUTION
3352: J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,3352,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,3352,NULL,Other Agencies,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,0,NULL,1995-10-01,2013-10-01,0,0,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS
3355: NATIONAL GALLERY OF ART,3355,NATIONAL GALLERY OF ART,3355,NULL,Other Agencies,NATIONAL GALLERY OF ART,0,NULL,1992-10-01,2013-10-01,0,0,NATIONAL GALLERY OF ART
3358: WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,3358,WOODROW WILSON INTERNATIONAL CENTER FOR SCHOLARS,3300,NULL,Other Agencies,All other Customers,0,NULL,2010-04-05,2013-09-20,0,0,All other Customers
3400: INTERNATIONAL TRADE COMMISSION,3400,INTERNATIONAL TRADE COMMISSION,3400,NULL,Other Agencies,INTERNATIONAL TRADE COMMISSION,0,NULL,1978-10-01,2021-03-12,0,0,INTERNATIONAL TRADE COMMISSION
"3600: VETERANS AFFAIRS, DEPARTMENT OF",3600,"VETERANS AFFAIRS, DEPARTMENT OF",3600,NULL,Other Agencies,VA,0,NULL,1978-10-01,3022-05-09,0,0,VA
NULL,3601,OFFICE OF THE SECRETARY,3600,NULL,Other Agencies,VA,0,NULL,2004-05-04,2004-08-31,0,0,VA
NULL,3602,OFFICE OF THE DEPUTY SECRETARY,3600,NULL,Other Agencies,VA,0,NULL,2001-09-15,2005-12-16,0,0,VA
NULL,3603,GENERAL COUNSEL,3600,NULL,Other Agencies,VA,0,NULL,2004-09-30,2005-09-30,0,0,VA
NULL,3604,INSPECTOR GENERAL,3600,NULL,Other Agencies,VA,0,NULL,2003-03-15,2008-11-06,0,0,VA
NULL,3605,ASSISTANT SECRETARY FOR MANAGEMENT,3600,NULL,Other Agencies,VA,0,NULL,2005-09-21,2005-09-21,0,0,VA
NULL,3606,ASSISTANT SECRETARY FOR PLANNING AND ANALYSIS,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3607,ASSISTANT SECRETARY FOR PUBLIC AND INTERGOVERNMENT AFFAIRS,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3608,ASSISTANT SECRETARY FOR CONGRESSIONAL AFFAIRS,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,361,LIBRARY OF CONGRESS TRUST FUND BOARD,300,NULL,Other Agencies,Library,0,NULL,NULL,NULL,0,0,Library
NULL,3610,BOARD OF VETERANS APPEALS,3600,NULL,Other Agencies,VA,0,NULL,2005-06-20,2005-06-20,0,0,VA
NULL,3611,ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3612,BOARD OF CONTRACT APPEALS,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3613,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3614,ASSISTANT SECRETARY FOR ACQUISITION AND FACILITIES,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3615,CENTER FOR MINORITY VETERANS,3600,NULL,Other Agencies,NULL,0,NULL,2009-09-29,2009-09-29,0,0,NULL
NULL,362,PERMANENT COMMITTEE FOR THE OLIVER WENDELL HOLMES DEVISE,300,NULL,Other Agencies,Library,0,NULL,NULL,NULL,0,0,Library
NULL,3620,UNDER SECRETARY FOR HEALTH/VETERANS HEALTH ADMINISTRATION,3600,NULL,Other Agencies,VA,0,NULL,1999-10-15,2001-05-15,0,0,VA
NULL,3621,ACTUARIAL ANALYSIS AND DATA DEVELOPMENT SERVICE,3600,NULL,Other Agencies,VA,0,NULL,2009-07-29,2009-07-29,0,0,VA
NULL,3622,DEPUTY ASSISTANT SECRETARY FOR PROGRAM AND DATA ANALYSIS,3600,NULL,Other Agencies,VA,0,NULL,2005-02-01,2005-02-01,0,0,VA
NULL,3623,DEPUTY ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3624,IMMEDIATE OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND ANALYSIS,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3625,DEPUTY ASSISTANT SECRETARY FOR BUDGET,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3627,ASSISTANT SECRETARY FOR FINANCIAL MANAGEMENT,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3628,IMMEDIATE OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3630,DIRECTORY/NATIONAL CEMETERY ADMINISTRATION,3600,NULL,Other Agencies,VA,0,NULL,2008-01-28,2009-09-17,0,0,VA
NULL,3632,DEPUTY ASSISTANT SECRETARY FOR EQUAL EMPLOYMENT OPPORTUNITY,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3633,DEPUTY ASSISTANT SECRETARY ADMINISTRATION,3600,NULL,Other Agencies,VA,0,NULL,2002-04-15,2002-04-15,0,0,VA
NULL,3634,DEPUTY ASSISTANT SECRETARY HUMAN RESOURCES MANAGEMENT,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3636,IMMEDIATE OFFICE OF ASST SEC FOR PUBLIC AND INTERGOVERNMENTAL AFFAIRS,3600,NULL,Other Agencies,VA,0,NULL,2001-05-24,2001-05-24,0,0,VA
NULL,3637,DEPUTY ASSISTANT SECRETARY FOR INTERGOVERNMENTAL AFFAIRS,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3638,DEPUTY ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3640,UNDER SECRETARY FOR BENEFITS/VETERANS BENEFITS ADMINISTATION,3600,NULL,Other Agencies,VA,0,NULL,2002-05-15,2006-10-01,0,0,VA
NULL,3641,DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT,3600,NULL,Other Agencies,VA,0,NULL,NULL,NULL,0,0,VA
NULL,3643,DEPUTY ASSISTANT SECRETARY FOR ACQUISITION AND MATERIEL MANAGEMENT,3600,NULL,Other Agencies,VA,0,NULL,2001-07-18,2005-07-29,0,0,VA
